date,temperature,humidity,luminosity
2022-11-10 15:09:36.981,23.1,33.9,174
2022-11-10 15:09:35.702,23.1,33.8,175
2022-11-10 15:09:34.700,23.1,33.8,175
2022-11-10 15:09:33.426,23.1,33.8,174
2022-11-10 15:09:32.421,23.1,33.8,176
2022-11-10 15:09:31.143,23.1,33.7,177
2022-11-10 15:09:30.145,23.1,33.7,177
2022-11-10 15:09:28.866,23.1,33.7,178
2022-11-10 15:09:27.862,23.1,33.7,177
2022-11-10 15:09:26.585,23.1,33.7,177
2022-11-10 15:09:25.585,23.1,33.7,178
2022-11-10 15:09:24.307,23.1,33.8,177
2022-11-10 15:09:23.303,23.1,33.8,177
2022-11-10 15:09:22.029,23.1,33.7,177
2022-11-10 15:09:21.025,23.1,33.7,159
2022-11-10 15:09:19.748,23.1,33.7,164
2022-11-10 15:09:18.748,23.1,33.7,167
2022-11-10 15:09:17.469,23.1,33.7,167
2022-11-10 15:09:16.465,23.1,33.7,153
2022-11-10 15:09:15.188,23.0,33.6,155
2022-11-10 15:09:14.189,23.0,33.6,153
2022-11-10 15:09:12.910,23.0,33.6,164
2022-11-10 15:09:11.907,23.0,33.6,175
